species,Experiment ID,Library ID,Anatomical entity ID,Anatomical entity name,Stage ID,Stage name,Sex,Strain,Platform ID,Library type,Library orientation,TPM expression threshold,FPKM expression threshold,Read count,Mapped read count,Min. read length,Max. read length,All genes percent present,Protein coding genes percent present,Intergenic regions percent present,Run IDs,Data source,Data source URL,Bgee normalized data URL,Raw file URL
Ornithorhynchus_anatinus,GSE30352,SRX081887,UBERON:0000082,adult mammalian kidney,UBERON:0000113,post-juvenile adult stage,female,NA,Illumina Genome Analyzer IIx,single,NA,0.191977,0.299007,17863241,8023763,0,0,66,75.96,23.87,SRR306732,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081887,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081887
Ornithorhynchus_anatinus,GSE30352,SRX081888,UBERON:0000082,adult mammalian kidney,UBERON:0000113,post-juvenile adult stage,male,NA,Illumina Genome Analyzer IIx,single,NA,0.165401,0.281368,27702428,14185306,0,0,67.13,76.55,24.73,SRR306733|SRR306734,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081888,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081888
Ornithorhynchus_anatinus,GSE30352,SRX081891,UBERON:0000473,testis,UBERON:0000113,post-juvenile adult stage,male,NA,Illumina Genome Analyzer IIx,single,NA,0.271869,0.508941,18898747,7384790,0,0,71.35,81.24,24.03,SRR306739,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081891,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081891
Ornithorhynchus_anatinus,GSE30352,SRX081892,UBERON:0000473,testis,UBERON:0000113,post-juvenile adult stage,male,NA,Illumina Genome Analyzer IIx,single,NA,0.201347,0.343241,49901720,24670894,0,0,74.8,84.04,26.32,SRR306740|SRR306741,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081892,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081892
Ornithorhynchus_anatinus,GSE30352,SRX081885,UBERON:0000948,heart,UBERON:0000113,post-juvenile adult stage,female,NA,Illumina Genome Analyzer IIx,single,NA,0.103585,0.235186,18807127,10265471,0,0,62.38,71.38,23.68,SRR306730,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081885,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081885
Ornithorhynchus_anatinus,GSE30352,SRX081886,UBERON:0000948,heart,UBERON:0000113,post-juvenile adult stage,male,NA,Illumina Genome Analyzer IIx,single,NA,0.089921,0.168818,16876055,9426423,0,0,60.93,70.16,23.4,SRR306731,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081886,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081886
Ornithorhynchus_anatinus,GSE30352,SRX081881,UBERON:0000955,brain,UBERON:0000113,post-juvenile adult stage,female,NA,Illumina Genome Analyzer IIx,single,NA,0.165657,0.28309,35140545,17787287,0,0,69.32,79.17,26.69,SRR306724|SRR306725,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081881,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081881
Ornithorhynchus_anatinus,GSE30352,SRX081882,UBERON:0000955,brain,UBERON:0000113,post-juvenile adult stage,male,NA,Illumina Genome Analyzer IIx,single,NA,0.109866,0.33314,22961933,11718564,0,0,67.54,77.39,25.48,SRR306726|SRR306727,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081882,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081882
Ornithorhynchus_anatinus,GSE30352,SRX081883,UBERON:0002037,cerebellum,UBERON:0000113,post-juvenile adult stage,female,NA,Illumina Genome Analyzer IIx,single,NA,0.190261,0.439497,30295126,14408837,0,0,67.35,76.55,26.04,SRR306728,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081883,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081883
Ornithorhynchus_anatinus,GSE30352,SRX081884,UBERON:0002037,cerebellum,UBERON:0000113,post-juvenile adult stage,male,NA,Illumina Genome Analyzer IIx,single,NA,0.227885,0.439804,28415530,12983799,0,0,66.62,75.61,25.89,SRR306729,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081884,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081884
Ornithorhynchus_anatinus,GSE30352,SRX081889,UBERON:0002107,liver,UBERON:0000113,post-juvenile adult stage,female,NA,Illumina Genome Analyzer IIx,single,NA,0.126045,0.197355,37373947,18777495,0,0,60.49,68.9,21.84,SRR306735|SRR306736,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081889,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081889
Ornithorhynchus_anatinus,GSE30352,SRX081890,UBERON:0002107,liver,UBERON:0000113,post-juvenile adult stage,male,NA,Illumina Genome Analyzer IIx,single,NA,0.075778,0.164884,37881229,18383758,0,0,60.97,69.27,21.61,SRR306737|SRR306738,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081890,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081890
Ornithorhynchus_anatinus,GSE43520,SRX217700,UBERON:0000473,testis,UBERON:0000113,post-juvenile adult stage,male,NA,Illumina Genome Analyzer IIx,single,NA,0.210927,0.251277,63274029,44599182,0,0,72.35,81.95,23.33,SRR649383|SRR649384,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX217700,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE43520.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX217700
Ornithorhynchus_anatinus,GSE43520,SRX217698,UBERON:0000955,brain,UBERON:0000113,post-juvenile adult stage,male,NA,Illumina Genome Analyzer IIx,single,NA,0.261626,0.332972,30611890,20324671,0,0,67.81,77.62,24.57,SRR649381,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX217698,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE43520.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX217698
Ornithorhynchus_anatinus,GSE43520,SRX217699,UBERON:0000992,female gonad,UBERON:0000113,post-juvenile adult stage,female,NA,Illumina Genome Analyzer IIx,single,NA,0.230682,0.233782,38501799,27497414,0,0,71.13,81.61,25.85,SRR649382,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX217699,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE43520.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX217699
Ornithorhynchus_anatinus,GSE43520,SRX328084,UBERON:0000992,female gonad,UBERON:0000113,post-juvenile adult stage,female,NA,Illumina HiSeq 2000,single,NA,0.255372,0.310749,23660000,15489449,0,0,71.22,81.41,26.17,SRR943349,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX328084,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE43520.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX328084
Ornithorhynchus_anatinus,GSE43520,SRX328085,UBERON:0000992,female gonad,UBERON:0000113,post-juvenile adult stage,female,NA,Illumina HiSeq 2000,single,NA,0.20007,0.252732,29166212,18235608,0,0,71.49,82.2,26.13,SRR943350,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX328085,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE43520.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX328085
Oryctolagus_cuniculus,GSE43013,SRX211659,UBERON:0000082,adult mammalian kidney,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.136294,0.132213,13781133,10069489,0,0,63.31,73.47,27.42,SRR636919,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211659,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Oryctolagus_cuniculus/Oryctolagus_cuniculus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211659
Oryctolagus_cuniculus,GSE43013,SRX211660,UBERON:0000082,adult mammalian kidney,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.107663,0.113437,13911753,10357618,0,0,63.53,73.65,27.28,SRR636920,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211660,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Oryctolagus_cuniculus/Oryctolagus_cuniculus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211660
Oryctolagus_cuniculus,GSE43013,SRX211704,UBERON:0000451,prefrontal cortex,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.197256,0.172184,25777203,17484133,0,0,66.09,75.6,27.45,SRR636964,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211704,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Oryctolagus_cuniculus/Oryctolagus_cuniculus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211704
Oryctolagus_cuniculus,GSE43013,SRX211705,UBERON:0000451,prefrontal cortex,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.142821,0.134484,25066117,17695074,0,0,68.3,78.34,28.53,SRR636965,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211705,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Oryctolagus_cuniculus/Oryctolagus_cuniculus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211705
Oryctolagus_cuniculus,GSE43013,SRX211611,UBERON:0002107,liver,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.181776,0.118509,16937840,13072942,0,0,58.57,67.82,24.8,SRR636871,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211611,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Oryctolagus_cuniculus/Oryctolagus_cuniculus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211611
Oryctolagus_cuniculus,GSE43013,SRX211612,UBERON:0002107,liver,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.111389,0.081245,13859186,11431126,0,0,58.37,68.3,24.31,SRR636872,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211612,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Oryctolagus_cuniculus/Oryctolagus_cuniculus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211612
Pan_paniscus,GSE30352,SRX081978,UBERON:0000082,adult mammalian kidney,PpanDv:0000025,15-year-old stage (bonobo),male,NA,Illumina Genome Analyzer IIx,single,NA,0.065052,0.13701,25901079,16728047,0,0,60.05,81.18,26.95,SRR306834,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081978,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_paniscus/Pan_paniscus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081978
Pan_paniscus,GSE30352,SRX081977,UBERON:0000082,adult mammalian kidney,UBERON:0034919,juvenile stage,female,NA,Illumina Genome Analyzer IIx,single,NA,0.115336,0.183339,30139364,18143882,0,0,59.91,80.03,26.67,SRR306833,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081977,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_paniscus/Pan_paniscus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081977
Pan_paniscus,GSE30352,SRX081970,UBERON:0000451,prefrontal cortex,PpanDv:0000012,5-year-old stage (bonobo),female,NA,Illumina Genome Analyzer IIx,paired,NA,0.150965,0.125013,17166270,12365333,0,0,59.49,81.75,27.4,SRR306826,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081970,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_paniscus/Pan_paniscus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081970
Pan_paniscus,GSE30352,SRX081972,UBERON:0000451,prefrontal cortex,PpanDv:0000025,15-year-old stage (bonobo),male,NA,Illumina Genome Analyzer IIx,single,NA,0.128339,0.150344,38196822,22614536,0,0,61.89,82.09,29.36,SRR306828,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081972,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_paniscus/Pan_paniscus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081972
Pan_paniscus,GSE30352,SRX081971,UBERON:0000451,prefrontal cortex,UBERON:0034919,juvenile stage,female,NA,Illumina Genome Analyzer IIx,single,NA,0.085627,0.161136,24777783,15611671,0,0,60.45,81.75,29.81,SRR306827,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081971,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_paniscus/Pan_paniscus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081971
Pan_paniscus,GSE30352,SRX081981,UBERON:0000473,testis,PpanDv:0000025,15-year-old stage (bonobo),male,NA,Illumina Genome Analyzer IIx,single,NA,0.433123,0.393513,16151902,10391733,0,0,60.71,83.22,21.91,SRR306837,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081981,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_paniscus/Pan_paniscus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081981
Pan_paniscus,GSE30352,SRX081976,UBERON:0000948,heart,PpanDv:0000025,15-year-old stage (bonobo),male,NA,Illumina Genome Analyzer IIx,single,NA,0.040836,0.097927,26025889,15913817,0,0,55.97,76.85,25.35,SRR306832,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081976,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_paniscus/Pan_paniscus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081976
Pan_paniscus,GSE30352,SRX081975,UBERON:0000948,heart,UBERON:0034919,juvenile stage,female,NA,Illumina Genome Analyzer IIx,single,NA,0.056705,0.103769,29650645,18180270,0,0,55.87,76.3,24.64,SRR306831,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081975,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_paniscus/Pan_paniscus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081975
Pan_paniscus,GSE30352,SRX081974,UBERON:0002037,cerebellum,PpanDv:0000025,15-year-old stage (bonobo),male,NA,Illumina Genome Analyzer IIx,single,NA,0.318302,0.280072,34467310,18242926,0,0,59.58,77.22,30.29,SRR306830,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081974,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_paniscus/Pan_paniscus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081974
Pan_paniscus,GSE30352,SRX081973,UBERON:0002037,cerebellum,UBERON:0034919,juvenile stage,female,NA,Illumina Genome Analyzer IIx,single,NA,0.231098,0.331383,30345120,16812760,0,0,58.82,76.04,29.45,SRR306829,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081973,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_paniscus/Pan_paniscus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081973
Pan_paniscus,GSE30352,SRX081980,UBERON:0002107,liver,PpanDv:0000025,15-year-old stage (bonobo),male,NA,Illumina Genome Analyzer IIx,single,NA,0.095185,0.134964,20161205,12537186,0,0,57.58,78.87,24.37,SRR306836,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081980,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_paniscus/Pan_paniscus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081980
Pan_paniscus,GSE30352,SRX081979,UBERON:0002107,liver,UBERON:0034919,juvenile stage,female,NA,Illumina Genome Analyzer IIx,single,NA,0.10354,0.125774,28491592,19484838,0,0,54.89,74.74,21.42,SRR306835,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081979,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_paniscus/Pan_paniscus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081979
Pan_troglodytes,GSE30352,SRX081966,UBERON:0000082,adult mammalian kidney,PtroDv:0000017,12-year-old stage (chimpanzee),male,NA,Illumina Genome Analyzer IIx,single,NA,0.150715,0.187375,34169060,22949502,0,0,60.57,79.38,26.18,SRR306822,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081966,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_troglodytes/Pan_troglodytes_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081966
Pan_troglodytes,GSE30352,SRX081965,UBERON:0000082,adult mammalian kidney,PtroDv:0000050,44-year-old stage (chimpanzee),female,NA,Illumina Genome Analyzer IIx,single,NA,0.110987,0.184862,25454775,17590128,0,0,59.91,80.42,25.94,SRR306821,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081965,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_troglodytes/Pan_troglodytes_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081965
Pan_troglodytes,GSE30352,SRX081959,UBERON:0000451,prefrontal cortex,PtroDv:0000009,6-year-old stage (chimpanzee),male,NA,Illumina Genome Analyzer IIx,paired,NA,0.208711,0.165776,22234086,14062603,0,0,60.97,80.77,30.67,SRR306815,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081959,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_troglodytes/Pan_troglodytes_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081959
Pan_troglodytes,GSE30352,SRX081956,UBERON:0000451,prefrontal cortex,PtroDv:0000017,12-year-old stage (chimpanzee),male,NA,Illumina Genome Analyzer IIx,paired,NA,0.204728,0.171718,13947644,9652157,0,0,60.01,81.57,30.27,SRR306812,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081956,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_troglodytes/Pan_troglodytes_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081956
Pan_troglodytes,GSE30352,SRX081958,UBERON:0000451,prefrontal cortex,PtroDv:0000017,12-year-old stage (chimpanzee),male,NA,Illumina Genome Analyzer IIx,paired,NA,0.173495,0.154591,17394854,11197305,0,0,60.66,81.6,30.93,SRR306814,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081958,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_troglodytes/Pan_troglodytes_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081958
Pan_troglodytes,GSE30352,SRX081960,UBERON:0000451,prefrontal cortex,PtroDv:0000017,12-year-old stage (chimpanzee),male,NA,Illumina Genome Analyzer IIx,paired,NA,0.184426,0.156221,23317655,14884769,0,0,61.21,81.55,31.47,SRR306816,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081960,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_troglodytes/Pan_troglodytes_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081960
Pan_troglodytes,GSE30352,SRX081957,UBERON:0000451,prefrontal cortex,PtroDv:0000041,35-year-old stage (chimpanzee),male,NA,Illumina Genome Analyzer IIx,paired,NA,0.122647,0.142751,20408261,13148618,0,0,59.52,80.39,30.18,SRR306813,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081957,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_troglodytes/Pan_troglodytes_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081957
Pan_troglodytes,GSE30352,SRX081955,UBERON:0000451,prefrontal cortex,PtroDv:0000050,44-year-old stage (chimpanzee),female,NA,Illumina Genome Analyzer IIx,single,NA,0.144059,0.193035,20083064,12651766,0,0,60.71,82.26,30.73,SRR306811,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081955,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_troglodytes/Pan_troglodytes_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081955
Pan_troglodytes,GSE30352,SRX081969,UBERON:0000473,testis,PtroDv:0000017,12-year-old stage (chimpanzee),male,NA,Illumina Genome Analyzer IIx,single,NA,0.580569,0.540164,26745671,14490814,0,0,60.61,80.93,20.21,SRR306825,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081969,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_troglodytes/Pan_troglodytes_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081969
Pan_troglodytes,GSE30352,SRX081964,UBERON:0000948,heart,PtroDv:0000017,12-year-old stage (chimpanzee),male,NA,Illumina Genome Analyzer IIx,single,NA,0.035547,0.076347,43064259,25244798,0,0,54.93,74.76,23.88,SRR306820,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081964,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_troglodytes/Pan_troglodytes_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081964
Pan_troglodytes,GSE30352,SRX081963,UBERON:0000948,heart,PtroDv:0000050,44-year-old stage (chimpanzee),female,NA,Illumina Genome Analyzer IIx,single,NA,0.036547,0.089926,31468011,21258277,0,0,56.42,76.9,24.42,SRR306819,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081963,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_troglodytes/Pan_troglodytes_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081963
